gene_id,gene_name,gene_biotype,CTRL,EZH
ENSG00000070501,POLB,protein_coding,1.826334427016199,1.860675189570643
ENSG00000070540,WIPI1,protein_coding,1.040094951618229,0.8364731490396294
ENSG00000070610,GBA2,protein_coding,4.210605029300723,4.578509664694351
ENSG00000070614,NDST1,protein_coding,3.9334696502400943,3.7529161166452183
ENSG00000070669,ASNS,protein_coding,0.8737935891716039,0.7078032561414741
ENSG00000070718,AP3M2,protein_coding,2.5239887681425532,2.4701975801100446
ENSG00000070756,PABPC1,protein_coding,9.19521726834324,9.3473115183075155
ENSG00000070759,TESK2,protein_coding,1.917008842040991,1.6155377857069197
ENSG00000070761,CFAP20,protein_coding,4.405368086480321,4.608718195310835
ENSG00000070770,CSNK2A2,protein_coding,4.055084442974957,3.993689270147008
ENSG00000070778,AL162171.1,protein_coding,0.1318753273427408,0.4520193282575058
ENSG00000070785,EIF2B3,protein_coding,3.602579948344559,3.6806474663471236
ENSG00000070814,TCOF1,protein_coding,4.66445222049774,4.664767312278665
ENSG00000070831,CDC42,protein_coding,3.8938171693910584,3.844351893218551
ENSG00000070882,OSBPL3,protein_coding,2.5008040420567066,2.964533605178504
ENSG00000070950,RAD18,protein_coding,2.87287882035546,2.5664710684167495
ENSG00000070961,ATP2B1,protein_coding,2.7908134397408366,2.9090265596643485
ENSG00000071051,NCK2,protein_coding,4.341546734399064,4.095032851385454
ENSG00000071054,MAP4K4,protein_coding,3.421527331487316,3.0163063421528835
ENSG00000071073,MGAT4A,protein_coding,2.162132816002528,1.652869582159767
ENSG00000071082,RPL31,protein_coding,7.864595313028064,7.6576437587096144
ENSG00000071127,WDR1,protein_coding,4.560038133940759,4.448567179595193
ENSG00000071189,SNX13,protein_coding,1.578221123240314,1.4502428515134729
ENSG00000071205,ARHGAP10,protein_coding,0.8232753157584816,0.8813955971835704
ENSG00000071242,RPS6KA2,protein_coding,0.12703265594320076,0.2928157750325708
ENSG00000071243,ING3,protein_coding,2.7775032979039564,2.563055274598738
ENSG00000071246,VASH1,protein_coding,0.4222009588674468,0.753894366655746
ENSG00000071462,BUD23,protein_coding,3.5680847496922365,3.8171756212046963
ENSG00000071537,SEL1L,protein_coding,3.4658211969838186,3.4035279152847515
ENSG00000071539,TRIP13,protein_coding,4.289094136150492,4.516650966343124
ENSG00000071553,ATP6AP1,protein_coding,4.68877340950155,4.654968607659089
ENSG00000071564,TCF3,protein_coding,5.208670436163755,5.427640862012024
ENSG00000071575,TRIB2,protein_coding,2.351972790400515,2.131984674559147
ENSG00000071626,DAZAP1,protein_coding,5.007294825920368,5.043273465333167
ENSG00000071655,MBD3,protein_coding,4.00079160834198,4.1470810366155195
ENSG00000071794,HLTF,protein_coding,2.458543136394353,2.3957959359858956
ENSG00000071859,FAM50A,protein_coding,3.7621871093688473,4.002158308654286
ENSG00000071889,FAM3A,protein_coding,2.1150446843876747,2.0857849713321404
ENSG00000071894,CPSF1,protein_coding,5.66400846692112,5.799504819781995
ENSG00000071967,CYBRD1,protein_coding,3.5123633506295366,3.135888567939711
ENSG00000071994,PDCD2,protein_coding,4.330245600777021,4.30571010093958
ENSG00000072042,RDH11,protein_coding,3.706482925758874,3.3913477854362806
ENSG00000072062,PRKACA,protein_coding,3.5515538234829944,3.4342137347926345
ENSG00000072071,ADGRL1,protein_coding,1.6182872709804763,2.1345356167154437
ENSG00000072110,ACTN1,protein_coding,3.9876730335926833,3.8848380877704236
ENSG00000072121,ZFYVE26,protein_coding,1.1296624161701128,1.0313863511591361
ENSG00000072135,PTPN18,protein_coding,3.93344254989481,3.6474960164222634
ENSG00000072210,ALDH3A2,protein_coding,2.431630343190962,2.3563123699673403
ENSG00000072274,TFRC,protein_coding,6.434668114361172,6.788547710176405
ENSG00000072310,SREBF1,protein_coding,3.9817051794164273,3.8729619167578933
ENSG00000072364,AFF4,protein_coding,1.5673379992626495,1.467814501686662
ENSG00000072401,UBE2D1,protein_coding,1.6401122839737108,1.6796549804321526
ENSG00000072415,MPP5,protein_coding,0.7288196648217856,0.7571841975144434
ENSG00000072422,RHOBTB1,protein_coding,0.11737037949927738,0.284002849623412
ENSG00000072501,SMC1A,protein_coding,5.263706648752891,5.063169425556494
ENSG00000072506,HSD17B10,protein_coding,6.522487636259011,6.471514519264491
ENSG00000072518,MARK2,protein_coding,3.817410465761122,3.5013704613643646
ENSG00000072571,HMMR,protein_coding,3.5469103553635675,3.094426506662685
ENSG00000072609,CHFR,protein_coding,0.03372208657287829,0.038579656933786684
ENSG00000072694,FCGR2B,protein_coding,0.06967678699813978,0.20257198807371912
ENSG00000072736,NFATC3,protein_coding,3.4433179987083458,3.305866095703005
ENSG00000072756,TRNT1,protein_coding,2.3197231810217973,2.5225046571149674
ENSG00000072778,ACADVL,protein_coding,4.945883321418471,5.305251369395998
ENSG00000072786,STK10,protein_coding,3.521553676745557,3.2242436772646736
ENSG00000072803,FBXW11,protein_coding,2.9156412004267693,2.4306221293836496
ENSG00000072818,ACAP1,protein_coding,3.6388623222845977,3.4458104706220785
ENSG00000072849,DERL2,protein_coding,1.9305306129837347,1.8020108946963656
ENSG00000072858,SIDT1,protein_coding,0.629019537199863,0.8024558966246266
ENSG00000072864,NDE1,protein_coding,3.4707423358150593,3.1518298164185397
ENSG00000072952,MRVI1,protein_coding,0.04206933547082082,0.020723210814817407
ENSG00000072954,TMEM38A,protein_coding,0.42116592869485986,0.5459511354796012
ENSG00000072958,AP1M1,protein_coding,3.0813004474873384,2.9925215098682845
ENSG00000073008,PVR,protein_coding,2.286127166729308,2.2445835788669926
ENSG00000073050,XRCC1,protein_coding,4.200796404840549,3.949539640115431
ENSG00000073060,SCARB1,protein_coding,4.521677860889969,4.921732189860676
ENSG00000073067,CYP2W1,protein_coding,0.07645301085635392,0.009565749127180135
ENSG00000073111,MCM2,protein_coding,6.650757487938246,6.292983578466427
ENSG00000073150,PANX2,protein_coding,0.011726094196421712,0.06747942116371491
ENSG00000073169,SELENOO,protein_coding,4.676131145921254,5.0059021734954365
ENSG00000073331,ALPK1,protein_coding,0.6383872238382113,0.4767944765607984
ENSG00000073350,LLGL2,protein_coding,0.8786252812214218,1.0871221949458212
ENSG00000073417,PDE8A,protein_coding,1.2882187292252805,1.33574839835313
ENSG00000073536,NLE1,protein_coding,4.164504455164592,4.346752916180794
ENSG00000073578,SDHA,protein_coding,1.7668175116743,1.8977386068182904
ENSG00000073584,SMARCE1,protein_coding,0.6190992240919018,0.8180255897613561
ENSG00000073605,GSDMB,protein_coding,0.5016702911557999,1.3054077792228946
ENSG00000073614,KDM5A,protein_coding,3.293401886301078,3.0592926172615527
ENSG00000073670,ADAM11,protein_coding,0.33082362781896385,0.626613320767155
ENSG00000073712,FERMT2,protein_coding,0.0043091164590647055,0.1867754769317555
ENSG00000073734,ABCB11,protein_coding,0.009437005337913706,0.003467858813853989
ENSG00000073737,DHRS9,protein_coding,2.0633748171692576,1.3917706387319988
ENSG00000073792,IGF2BP2,protein_coding,0.03052799660254988,0.022453058631910716
ENSG00000073803,MAP3K13,protein_coding,0.9679509348459464,0.9905821768520828
ENSG00000073849,ST6GAL1,protein_coding,2.749167600391049,3.0470229688286508
ENSG00000073905,VDAC1P1,processed_pseudogene,4.534866516200373,4.43464711683157
ENSG00000073910,FRY,protein_coding,0.2038487000959005,0.8470928421682712
ENSG00000073921,PICALM,protein_coding,3.4765108392358797,3.0670529732219403
ENSG00000073969,NSF,protein_coding,3.2651144219071115,3.42465438190427
ENSG00000074054,CLASP1,protein_coding,2.9896395083104004,2.611686496387053
ENSG00000074071,MRPS34,protein_coding,6.589932183094935,6.571707108239758
ENSG00000074181,NOTCH3,protein_coding,0.10479797631552529,0.2040945663228653
ENSG00000074201,CLNS1A,protein_coding,5.877962763707894,5.512059674859199
ENSG00000074266,EED,protein_coding,2.6415759810444457,2.357329970830904
ENSG00000074276,CDHR2,protein_coding,0.020343495508647388,0.024828789610518712
ENSG00000074319,TSG101,protein_coding,3.9843945396539784,3.7259563472331902
ENSG00000074356,NCBP3,protein_coding,2.1090470565470274,2.091483868409944
ENSG00000074370,ATP2A3,protein_coding,5.596032470163315,5.593629292802083
ENSG00000074582,BCS1L,protein_coding,4.047097326048185,3.8840728805171065
ENSG00000074603,DPP8,protein_coding,2.5378540604295092,2.392173216512337
ENSG00000074621,SLC24A1,protein_coding,0.71454858989927,0.652878967540118
ENSG00000074660,SCARF1,protein_coding,0.09961018486120755,0.3055943258432067
ENSG00000074695,LMAN1,protein_coding,5.433174073167995,5.384648776671615
ENSG00000074696,HACD3,protein_coding,4.142552812924063,4.121450065304801
ENSG00000074706,IPCEF1,protein_coding,0.029858568828593477,0.03126914254383903
ENSG00000074755,ZZEF1,protein_coding,1.9757770330807753,2.024193387166521
ENSG00000074800,ENO1,protein_coding,9.220738058234014,8.945590622210052
ENSG00000074842,MYDGF,protein_coding,5.6077609852423675,5.732585451947458
ENSG00000074855,ANO8,protein_coding,0.9678846331593527,0.6174858668414236
ENSG00000074935,TUBE1,protein_coding,2.4245689604829694,2.2452515118972958
ENSG00000074966,TXK,protein_coding,0.11149013648232194,0.23484319560422823
ENSG00000075089,ACTR6,protein_coding,2.42098290442902,2.278495865983511
ENSG00000075131,TIPIN,protein_coding,3.185316095321002,2.9881779775337005
ENSG00000075142,SRI,protein_coding,3.7419982930704325,3.88575349557319
ENSG00000075151,EIF4G3,protein_coding,4.005024445827121,3.867351443916287
ENSG00000075188,NUP37,protein_coding,3.9731045031561423,3.6312827531464
ENSG00000075213,SEMA3A,protein_coding,0.20895004005890278,0.15614090428905766
ENSG00000075218,GTSE1,protein_coding,4.809358665924696,4.4451727055180115
ENSG00000075223,SEMA3C,protein_coding,0.011925190482100926,0.07278423449309965
ENSG00000075234,TTC38,protein_coding,1.8551407928545511,2.395165278072899
ENSG00000075239,ACAT1,protein_coding,4.007484704466267,4.029910071650041
ENSG00000075240,GRAMD4,protein_coding,5.359755499898351,4.886733692500363
ENSG00000075275,CELSR1,protein_coding,1.5842858900988204,1.205605091787642
ENSG00000075290,WNT8B,protein_coding,0.132105766857005,0.25508692328434207
ENSG00000075292,ZNF638,protein_coding,3.557832328456468,3.127883403967013
ENSG00000075303,SLC25A40,protein_coding,3.099086718520074,2.988945798963302
ENSG00000075336,TIMM21,protein_coding,3.5648051208071845,3.6046139446203878
ENSG00000075340,ADD2,protein_coding,0.1503877137406078,0.23545301501049407
ENSG00000075391,RASAL2,protein_coding,1.03845319376262,0.8734765005894162
ENSG00000075399,VPS9D1,protein_coding,0.7567962516104139,0.5084141299317073
ENSG00000075407,ZNF37A,protein_coding,2.1818222091992006,1.98613141550374
ENSG00000075413,MARK3,protein_coding,3.180085505451817,3.086247756004378
ENSG00000075415,SLC25A3,protein_coding,5.857125126904467,5.819245848571
ENSG00000075420,FNDC3B,protein_coding,2.786884952878628,3.1010948585568787
ENSG00000075426,FOSL2,protein_coding,3.1928170444334762,2.426548499296015
ENSG00000075539,FRYL,protein_coding,2.360210882708734,2.2615342265187706
ENSG00000075568,TMEM131,protein_coding,3.109422505561431,2.6825291631471844
ENSG00000075618,FSCN1,protein_coding,0.14098567608165502,0.070657244591484
ENSG00000075624,ACTB,protein_coding,9.978317437953573,9.918292404458398
ENSG00000075651,PLD1,protein_coding,1.2568864211102013,1.724969743175039
ENSG00000075702,WDR62,protein_coding,3.686052355862556,3.662828997782241
ENSG00000075711,DLG1,protein_coding,2.1802573789575894,2.192077025732431
ENSG00000075785,RAB7A,protein_coding,6.1908489600074965,6.17406765079931
ENSG00000075790,BCAP29,protein_coding,2.235411051092349,2.001837548742904
ENSG00000075826,SEC31B,protein_coding,2.7596013113328555,3.3229986858137486
ENSG00000075856,SART3,protein_coding,3.903884875825236,3.6471748760804483
ENSG00000075884,ARHGAP15,protein_coding,3.753421448045157,3.4677867604754056
ENSG00000075891,PAX2,protein_coding,0.30473461486139936,0.4839067645480428
ENSG00000075914,EXOSC7,protein_coding,3.0648372267887645,3.1989846401369353
ENSG00000075945,KIFAP3,protein_coding,2.256561171691039,2.159871141859902
ENSG00000075975,MKRN2,protein_coding,4.050716150417139,3.978198839612344
ENSG00000076003,MCM6,protein_coding,6.701554221331357,6.00137219715872
ENSG00000076043,REXO2,protein_coding,3.0076177619052977,2.960019680751004
ENSG00000076053,RBM7,protein_coding,1.5089814107071426,1.3448288966241848
ENSG00000076067,RBMS2,protein_coding,1.05995710881364,1.3841027919423547
ENSG00000076108,BAZ2A,protein_coding,4.076910241718582,4.0991840334164875
ENSG00000076201,PTPN23,protein_coding,3.20735347044507,3.348030415633401
ENSG00000076242,MLH1,protein_coding,4.916147889609016,4.67521805547332
ENSG00000076248,UNG,protein_coding,6.353308439221726,6.438867579273697
ENSG00000076258,FMO4,protein_coding,0.6577461058466323,0.553326302350628
ENSG00000076321,KLHL20,protein_coding,2.5903723299419874,2.5702874652783723
ENSG00000076356,PLXNA2,protein_coding,0.002635552124965223,0.05690552238296337
ENSG00000076382,SPAG5,protein_coding,4.560334824911048,4.192398779134312
ENSG00000076513,ANKRD13A,protein_coding,3.3387139229635827,3.1952585041073327
ENSG00000076554,TPD52,protein_coding,0.6828645344242192,0.9510108154433893
ENSG00000076555,ACACB,protein_coding,1.4706541276322131,1.3345569240880295
ENSG00000076604,TRAF4,protein_coding,3.1618076917759868,3.446619117656294
ENSG00000076641,PAG1,protein_coding,1.2343188575574866,1.0458206358382438
ENSG00000076650,GPATCH1,protein_coding,2.9291386616944277,2.8721255777494106
ENSG00000076662,ICAM3,protein_coding,5.427950395210794,5.509056378669202
ENSG00000076685,NT5C2,protein_coding,4.470637633230008,4.240110828857683
ENSG00000076706,AP002956.1,protein_coding,0.004912479588347757,0.010786861837709306
ENSG00000076770,MBNL3,protein_coding,2.096518368549151,2.2786494492605045
ENSG00000076864,RAP1GAP,protein_coding,0.04375340389678383,0.1247718831668382
ENSG00000076924,XAB2,protein_coding,4.781442894007574,4.946539222447277
ENSG00000076928,ARHGEF1,protein_coding,4.81614338160958,5.075364951287927
ENSG00000076944,STXBP2,protein_coding,3.3951423405003758,3.4073024285622036
ENSG00000076984,MAP2K7,protein_coding,4.031801294158772,3.991993177191859
ENSG00000077044,DGKD,protein_coding,3.8691309463192716,3.3869817300320952
ENSG00000077097,TOP2B,protein_coding,5.574589300954996,5.481678674096882
ENSG00000077147,TM9SF3,protein_coding,4.608417435497014,4.622568795695877
ENSG00000077150,NFKB2,protein_coding,3.1397579922703542,3.0507863870454215
ENSG00000077152,UBE2T,protein_coding,5.441215510397167,5.281643816824243
ENSG00000077157,PPP1R12B,protein_coding,1.250587279012273,1.0172212511174605
ENSG00000077232,DNAJC10,protein_coding,2.8078096319729697,2.3253048026786534
ENSG00000077235,GTF3C1,protein_coding,3.305266128228163,2.9582817187464556
ENSG00000077238,IL4R,protein_coding,2.8828788943951635,2.9316389753122927
ENSG00000077254,USP33,protein_coding,2.8623836924455968,2.9546915818607427
ENSG00000077312,SNRPA,protein_coding,6.293950557036959,6.298744834801888
ENSG00000077348,EXOSC5,protein_coding,5.724906848993123,6.187715376002343
ENSG00000077380,DYNC1I2,protein_coding,4.26935687790872,3.7242080253745944
ENSG00000077420,APBB1IP,protein_coding,2.580169966927965,1.6816549705902415
ENSG00000077454,LRCH4,protein_coding,2.5232257223447343,2.5509681316458006
ENSG00000077458,FAM76B,protein_coding,2.232063591364796,1.8778688521248248
ENSG00000077463,SIRT6,protein_coding,3.483511910383766,3.6665489621449034
ENSG00000077514,POLD3,protein_coding,4.130429779722102,3.7819507772800196
ENSG00000077549,CAPZB,protein_coding,6.099462774628803,6.170520963894469
ENSG00000077585,GPR137B,protein_coding,1.874412895344505,1.8606658459224887
ENSG00000077684,JADE1,protein_coding,2.9323856479667643,2.785988975318286
ENSG00000077713,SLC25A43,protein_coding,3.482120097878207,3.566803364505035
ENSG00000077721,UBE2A,protein_coding,4.1071546466802475,3.8633056941875035
ENSG00000077782,FGFR1,protein_coding,3.3269290186318217,1.972387294896268
ENSG00000077984,CST7,protein_coding,3.651209889923516,3.741800169313141
ENSG00000078018,MAP2,protein_coding,0.006305530487946154,0.02754406276599563
ENSG00000078043,PIAS2,protein_coding,1.590287208589935,1.6763028210625643
ENSG00000078061,ARAF,protein_coding,4.676825499881448,4.655218791041553
ENSG00000078070,MCCC1,protein_coding,3.0375918642892694,3.0702672527652695
ENSG00000078124,ACER3,protein_coding,1.649898003684998,1.3358077659554273
ENSG00000078140,UBE2K,protein_coding,4.0547946620640625,3.9517520730734796
ENSG00000078142,PIK3C3,protein_coding,2.6095550149169875,2.630392291329948
ENSG00000078177,N4BP2,protein_coding,2.5869809564824653,1.737007181398412
ENSG00000078237,TIGAR,protein_coding,0.125836413334874,0.18602089437142624
ENSG00000078246,TULP3,protein_coding,3.621520775866891,3.872768099435387
ENSG00000078269,SYNJ2,protein_coding,1.959821773923909,1.3763394003167764
ENSG00000078304,PPP2R5C,protein_coding,2.861597915086879,2.770599270106976
ENSG00000078319,PMS2P1,unprocessed_pseudogene,3.1763138296828837,3.3999535768484455
ENSG00000078369,GNB1,protein_coding,4.957052594867513,4.890699655774863
ENSG00000078401,EDN1,protein_coding,0.017836493555662625,0.026088693625788063
ENSG00000078403,MLLT10,protein_coding,0.09294728675653789,0.09095703300291112
ENSG00000078487,ZCWPW1,protein_coding,1.3965797640268327,1.8148155784967301
ENSG00000078596,ITM2A,protein_coding,4.452642733495043,5.621285678370188
ENSG00000078618,NRDC,protein_coding,4.8910293072466535,4.843457380227641
ENSG00000078668,VDAC3,protein_coding,5.306485704782595,5.483922041960296
ENSG00000078674,PCM1,protein_coding,3.7652477828875535,3.417547985791302
ENSG00000078687,TNRC6C,protein_coding,1.2527792310012706,1.496438852457506
ENSG00000078699,CBFA2T2,protein_coding,1.695056119398117,1.8207651414110668
ENSG00000078747,ITCH,protein_coding,3.1565255695362855,3.1119144280969424
ENSG00000078804,TP53INP2,protein_coding,1.6500296255066522,1.194376242699035
ENSG00000078808,SDF4,protein_coding,4.924783290292684,5.1189932285569295
ENSG00000078814,MYH7B,protein_coding,0.07186084556864022,0.07245411694378262
ENSG00000078900,TP73,protein_coding,0.047774595328510604,0.14308446652402804
ENSG00000078902,TOLLIP,protein_coding,2.8125572488559656,2.636142596209193
ENSG00000078967,UBE2D4,protein_coding,2.094171516027127,2.490349504476497
ENSG00000079112,CDH17,protein_coding,0.027980564322580257,0.020574646599911497
ENSG00000079134,THOC1,protein_coding,3.3267129254200487,3.3564701859113555
ENSG00000079150,FKBP7,protein_coding,1.065689489236134,1.1877661800776298
ENSG00000079156,OSBPL6,protein_coding,2.0139379613019504,1.272506160744464
ENSG00000079215,SLC1A3,protein_coding,0.36841803211438917,0.48857002620225803
ENSG00000079246,XRCC5,protein_coding,6.691926669333889,5.674876925057251
ENSG00000079257,LXN,protein_coding,0.2520087445870637,0.4665257856776256
ENSG00000079263,SP140,protein_coding,0.8574250980882397,0.685898858905881
ENSG00000079277,MKNK1,protein_coding,2.1148614693325274,2.0846667214339876
ENSG00000079313,REXO1,protein_coding,3.657743605539069,4.003249945043251
ENSG00000079332,SAR1A,protein_coding,3.8703045738868402,3.69998037766103
ENSG00000079335,CDC14A,protein_coding,1.6231462617578738,1.5027871361592522
ENSG00000079337,RAPGEF3,protein_coding,0.09627278065610984,0.320151405413756
ENSG00000079387,SENP1,protein_coding,3.0393444808611196,2.7111149181850025
ENSG00000079432,CIC,protein_coding,4.17665043935665,4.174045969773361
ENSG00000079459,FDFT1,protein_coding,7.478566396278091,7.195674332670752
ENSG00000079462,PAFAH1B3,protein_coding,5.187095403040694,5.271705225166088
ENSG00000079482,OPHN1,protein_coding,0.057533579233914466,0.055224883140355015
ENSG00000079616,KIF22,protein_coding,5.358334144376501,5.312846236817096
ENSG00000079691,CARMIL1,protein_coding,0.010619673965753,0.1054925397846894
ENSG00000079739,PGM1,protein_coding,3.9951138965000133,3.6573600987868096
ENSG00000079785,DDX1,protein_coding,5.541796702791249,5.328349815135551
ENSG00000079805,DNM2,protein_coding,4.041463156592655,3.904324764099395
ENSG00000079931,MOXD1,protein_coding,0.02082687075255732,0.010220921837076086
ENSG00000079950,STX7,protein_coding,1.43095386871889,1.3759129628158222
ENSG00000079974,RABL2B,protein_coding,2.327523870204053,3.096493919510838
ENSG00000079999,KEAP1,protein_coding,4.975418820527197,5.150787890254057
ENSG00000080031,PTPRH,protein_coding,0.1362544595060003,0.12398076898700328
ENSG00000080166,DCT,protein_coding,0.024018167499667675,0.021159751327277636
ENSG00000080189,SLC35C2,protein_coding,3.195070934353179,3.2527815463970233
ENSG00000080200,CRYBG3,protein_coding,1.6727494194316925,1.6993464557372984
ENSG00000080224,EPHA6,protein_coding,0.21532246848899642,0.18740655571226258
ENSG00000080298,RFX3,protein_coding,0.7887480016946604,0.9179082016896688
ENSG00000080345,RIF1,protein_coding,3.4220617664214,2.751656462366635
ENSG00000080371,RAB21,protein_coding,1.4307128391979878,1.407167931184492
ENSG00000080503,SMARCA2,protein_coding,3.25709796981215,2.841920855182157
ENSG00000080546,SESN1,protein_coding,1.4279639276599225,1.172799239790179
ENSG00000080573,COL5A3,protein_coding,0.005374404175663274,0.011798905495759363
ENSG00000080603,SRCAP,protein_coding,0.8207250637835739,0.8622390964490461
ENSG00000080608,PUM3,protein_coding,5.675521534001524,5.723776469056983
ENSG00000080709,KCNN2,protein_coding,0.7440959541773625,0.7615421463570117
ENSG00000080802,CNOT4,protein_coding,2.1956149425436804,2.3871580725911747
ENSG00000080815,PSEN1,protein_coding,2.3569791158727815,2.21060171248229
ENSG00000080819,CPOX,protein_coding,3.0814471370350645,2.458949921591636
ENSG00000080822,CLDND1,protein_coding,2.998581090584728,2.868740591970366
ENSG00000080823,MOK,protein_coding,0.15732467408165862,0.3869137262496042
ENSG00000080824,HSP90AA1,protein_coding,8.04094005766452,8.216098575286994
ENSG00000080839,RBL1,protein_coding,3.3128668463902082,3.137371399787221
ENSG00000080845,DLGAP4,protein_coding,2.294480499573301,2.8421211882091058
ENSG00000080854,IGSF9B,protein_coding,0.9309136099829239,1.123000483847391
ENSG00000080947,CROCCP3,transcribed_unprocessed_pseudogene,0.5649476744539789,0.5731998969615557
ENSG00000080986,NDC80,protein_coding,4.799818137494953,4.352187728350724
ENSG00000081014,AP4E1,protein_coding,1.9346221187710777,1.6100552297435848
ENSG00000081019,RSBN1,protein_coding,2.4661138004793703,2.2159581080168995
ENSG00000081026,MAGI3,protein_coding,0.6272159558826692,1.2028566226070423
ENSG00000081041,CXCL2,protein_coding,0.40702729685207384,0.36981448193297706
ENSG00000081059,TCF7,protein_coding,0.11138286365221621,0.2026968171203818
ENSG00000081087,OSTM1,protein_coding,2.1982854512927044,1.6875456088273688
ENSG00000081148,IMPG2,protein_coding,0.047317528985152124,0.03172091457730513
ENSG00000081154,PCNP,protein_coding,4.918821861060272,4.664206764776413
ENSG00000081177,EXD2,protein_coding,1.349430239006003,1.28383547432217
ENSG00000081181,ARG2,protein_coding,0.551414374785352,0.8256030574428178
ENSG00000081189,MEF2C,protein_coding,0.9294199669943223,0.8947232193293093
ENSG00000081237,PTPRC,protein_coding,5.05428531801842,4.4034722543790945
ENSG00000081307,UBA5,protein_coding,2.7646503817935555,2.7342603986307372
ENSG00000081320,STK17B,protein_coding,3.3015942305445662,2.8080461023628893
ENSG00000081386,ZNF510,protein_coding,1.2848599061811639,1.6730116773532029
ENSG00000081692,JMJD4,protein_coding,3.244524469616002,2.99315575569297
ENSG00000081721,DUSP12,protein_coding,4.421598287637742,4.175588800076724
ENSG00000081760,AACS,protein_coding,1.3944484960674235,1.2246922436405285
ENSG00000081791,DELE1,protein_coding,4.5166129544333895,4.4907096365371055
ENSG00000081853,PCDHGA2,protein_coding,0.016213272280080276,0.011909064934967772
ENSG00000081870,HSPB11,protein_coding,3.077201563195159,2.9289473867158713
ENSG00000081913,PHLPP1,protein_coding,2.330689218113689,2.276289842485264
ENSG00000081985,IL12RB2,protein_coding,0.056674043997168425,0.012061899405114615
ENSG00000082014,SMARCD3,protein_coding,0.4491843049649203,1.0802869959588595
ENSG00000082068,WDR70,protein_coding,2.568215353681571,2.718990683384777
ENSG00000082074,FYB1,protein_coding,1.0552282367340986,0.9033215118303585
ENSG00000082146,STRADB,protein_coding,2.275232079501455,2.2749063665399483
ENSG00000082153,BZW1,protein_coding,4.550968432501335,4.217254833767375
ENSG00000082196,C1QTNF3,protein_coding,0.45964354479090586,0.818233991621926
ENSG00000082212,ME2,protein_coding,3.564620786127167,3.5358179623062354
ENSG00000082213,C5orf22,protein_coding,3.040807476382996,2.7190674940327098
ENSG00000082258,CCNT2,protein_coding,2.447530831509099,2.166765245933797
ENSG00000082269,FAM135A,protein_coding,2.1040740287535113,2.008244366281401
ENSG00000082293,COL19A1,protein_coding,0.042461481217311955,0.05017211324255067
ENSG00000082458,DLG3,protein_coding,0.05464087014850006,0.13630641231356447
ENSG00000082512,TRAF5,protein_coding,0.557193394202088,0.784380412799547
ENSG00000082515,MRPL22,protein_coding,2.8773743387131465,2.666125231056389
ENSG00000082516,GEMIN5,protein_coding,4.270892059564308,4.3340784613097485
ENSG00000082641,NFE2L1,protein_coding,5.267025613426234,5.285366324965257
ENSG00000082701,GSK3B,protein_coding,3.2239350662136594,3.2091038698145677
ENSG00000082805,ERC1,protein_coding,2.3883338998687536,2.1580437650810103
ENSG00000082898,XPO1,protein_coding,5.071321955998237,4.610449945893969
ENSG00000082996,RNF13,protein_coding,2.658513314138332,2.917127436547064
ENSG00000083093,PALB2,protein_coding,3.0032717125789588,2.9959966786295253
ENSG00000083097,DOP1A,protein_coding,1.4694629328444209,1.3383520522289882
ENSG00000083099,LYRM2,protein_coding,2.7627358597031484,2.623495214865561
ENSG00000083123,BCKDHB,protein_coding,2.6492219099881438,2.6995069142335413
ENSG00000083168,KAT6A,protein_coding,2.6602600148560747,2.5342382423654284
ENSG00000083223,TUT7,protein_coding,2.6430580939664243,2.4641195906195885
ENSG00000083312,TNPO1,protein_coding,3.188483493105879,3.277509316743136
ENSG00000083444,PLOD1,protein_coding,3.3106733817843335,3.9937185994340103
ENSG00000083454,P2RX5,protein_coding,1.066339434040857,1.9081398568104695
ENSG00000083457,ITGAE,protein_coding,0.7106406600171941,0.9824992784890972
ENSG00000083520,DIS3,protein_coding,3.847955143366202,3.8504537372585252
ENSG00000083535,PIBF1,protein_coding,3.331779116595602,3.3298059434808334
ENSG00000083544,TDRD3,protein_coding,1.6949091357618287,1.7809345500066915
ENSG00000083635,NUFIP1,protein_coding,2.4018280743199565,2.8554043448144673
ENSG00000083642,PDS5B,protein_coding,2.21287242589671,2.2348788449655537
ENSG00000083720,OXCT1,protein_coding,5.2793759959435285,5.113349175906737
ENSG00000083750,RRAGB,protein_coding,2.0879835254280272,2.11951916722333
ENSG00000083799,CYLD,protein_coding,1.4056643207196162,0.9594386516478549
ENSG00000083807,SLC27A5,protein_coding,1.2952892886136096,1.6261693612933616
ENSG00000083812,ZNF324,protein_coding,2.945667802690216,2.8030712870127545
ENSG00000083817,ZNF416,protein_coding,1.2941266540403082,1.0153368136431988
ENSG00000083828,ZNF586,protein_coding,1.6544919792946586,1.5515174818612951
ENSG00000083838,ZNF446,protein_coding,1.6551132395168828,1.437490427341541
ENSG00000083844,ZNF264,protein_coding,0.011610533988823273,0.03171090026600525
ENSG00000083845,RPS5,protein_coding,9.061672511607728,9.227544996769138
ENSG00000083857,FAT1,protein_coding,3.283564399880654,3.365889481597744
ENSG00000083896,YTHDC1,protein_coding,3.5169392795064067,3.3854187098448336
ENSG00000083937,CHMP2B,protein_coding,3.2934199920335976,3.078460561747126
ENSG00000084070,SMAP2,protein_coding,4.509209870882231,4.3619270834319845
