gene_id,gene_name,gene_biotype,sample,log2_counts
ENSG00000142949,PTPRF,protein_coding,CTRL,1.1207188499919538
ENSG00000142949,PTPRF,protein_coding,EZH,2.3497973858156582
ENSG00000142959,BEST4,protein_coding,CTRL,0.02878930975033633
ENSG00000142959,BEST4,protein_coding,EZH,0.01062428413781196
ENSG00000142961,MOB3C,protein_coding,CTRL,0.7886500936855089
ENSG00000142961,MOB3C,protein_coding,EZH,0.8203092236180765
ENSG00000143013,LMO4,protein_coding,CTRL,3.2752067414761066
ENSG00000143013,LMO4,protein_coding,EZH,3.2568855515974953
ENSG00000143033,MTF2,protein_coding,CTRL,3.7614267820480713
ENSG00000143033,MTF2,protein_coding,EZH,3.692143978135502
ENSG00000143061,IGSF3,protein_coding,CTRL,0.9566360723937988
ENSG00000143061,IGSF3,protein_coding,EZH,1.6381381464263467
ENSG00000143067,ZNF697,protein_coding,CTRL,0.8649793230270465
ENSG00000143067,ZNF697,protein_coding,EZH,1.1406153347520371
ENSG00000143079,CTTNBP2NL,protein_coding,CTRL,0.4073800908126208
ENSG00000143079,CTTNBP2NL,protein_coding,EZH,0.4911347066915255
ENSG00000143093,STRIP1,protein_coding,CTRL,3.0764562514469422
ENSG00000143093,STRIP1,protein_coding,EZH,3.2371099460988075
ENSG00000143106,PSMA5,protein_coding,CTRL,4.877822241102425
ENSG00000143106,PSMA5,protein_coding,EZH,4.8263687629486745
ENSG00000143107,FNDC7,protein_coding,CTRL,0.08062939172595535
ENSG00000143107,FNDC7,protein_coding,EZH,0.04280137404861094
ENSG00000143110,C1orf162,protein_coding,CTRL,2.291633552316473
ENSG00000143110,C1orf162,protein_coding,EZH,2.210672123073194
ENSG00000143119,CD53,protein_coding,CTRL,3.489855348103083
ENSG00000143119,CD53,protein_coding,EZH,3.325491680241714
ENSG00000143126,CELSR2,protein_coding,CTRL,1.0368120649715575
ENSG00000143126,CELSR2,protein_coding,EZH,1.6575620324218503
ENSG00000143127,ITGA10,protein_coding,CTRL,0.12330176712722492
ENSG00000143127,ITGA10,protein_coding,EZH,0.2478018592299327
ENSG00000143147,GPR161,protein_coding,CTRL,0.8700777759982103
ENSG00000143147,GPR161,protein_coding,EZH,1.1085647874539877
ENSG00000143149,ALDH9A1,protein_coding,CTRL,4.4129793762062715
ENSG00000143149,ALDH9A1,protein_coding,EZH,4.382145995323781
ENSG00000143153,ATP1B1,protein_coding,CTRL,1.3917046102561663
ENSG00000143153,ATP1B1,protein_coding,EZH,1.2579729629856833
ENSG00000143155,TIPRL,protein_coding,CTRL,4.68211822908334
ENSG00000143155,TIPRL,protein_coding,EZH,4.5699431313504935
ENSG00000143156,NME7,protein_coding,CTRL,1.6024451228253405
ENSG00000143156,NME7,protein_coding,EZH,1.819472133640432
ENSG00000143157,POGK,protein_coding,CTRL,3.921538726199244
ENSG00000143157,POGK,protein_coding,EZH,4.007518317753798
ENSG00000143158,MPC2,protein_coding,CTRL,4.44976950234972
ENSG00000143158,MPC2,protein_coding,EZH,4.084913587894714
ENSG00000143162,CREG1,protein_coding,CTRL,4.346047121772883
ENSG00000143162,CREG1,protein_coding,EZH,4.197000583003212
ENSG00000143164,DCAF6,protein_coding,CTRL,3.1322612411162147
ENSG00000143164,DCAF6,protein_coding,EZH,2.95500803684246
ENSG00000143167,GPA33,protein_coding,CTRL,0.15278227895968105
ENSG00000143167,GPA33,protein_coding,EZH,0.11361031138379496
ENSG00000143178,TBX19,protein_coding,CTRL,0.8025515345737179
ENSG00000143178,TBX19,protein_coding,EZH,0.6687226616884953
ENSG00000143179,UCK2,protein_coding,CTRL,4.258401078985761
ENSG00000143179,UCK2,protein_coding,EZH,4.428217768262887
ENSG00000143183,TMCO1,protein_coding,CTRL,3.9029317667507617
ENSG00000143183,TMCO1,protein_coding,EZH,3.739407687171032
ENSG00000143190,POU2F1,protein_coding,CTRL,2.2384573494214983
ENSG00000143190,POU2F1,protein_coding,EZH,2.23670541211065
ENSG00000143194,MAEL,protein_coding,CTRL,0.01155543157351274
ENSG00000143194,MAEL,protein_coding,EZH,0.03364118865318618
ENSG00000143195,ILDR2,protein_coding,CTRL,0.3820000797152734
ENSG00000143195,ILDR2,protein_coding,EZH,0.9158536889529522
ENSG00000143198,MGST3,protein_coding,CTRL,2.480475316680418
ENSG00000143198,MGST3,protein_coding,EZH,2.6895576025925565
ENSG00000143199,ADCY10,protein_coding,CTRL,0.02360294734123583
ENSG00000143199,ADCY10,protein_coding,EZH,0.03449133114156022
ENSG00000143207,COP1,protein_coding,CTRL,3.992897730572899
ENSG00000143207,COP1,protein_coding,EZH,3.821224060392883
ENSG00000143222,UFC1,protein_coding,CTRL,5.920957852660343
ENSG00000143222,UFC1,protein_coding,EZH,5.878534111481212
ENSG00000143224,PPOX,protein_coding,CTRL,2.099066185116803
ENSG00000143224,PPOX,protein_coding,EZH,2.1977651112879233
ENSG00000143226,FCGR2A,protein_coding,CTRL,1.0003065240214766
ENSG00000143226,FCGR2A,protein_coding,EZH,1.7950439136095546
ENSG00000143228,NUF2,protein_coding,CTRL,3.8216766858252087
ENSG00000143228,NUF2,protein_coding,EZH,3.472607140187142
ENSG00000143248,RGS5,protein_coding,CTRL,0.04344851309993152
ENSG00000143248,RGS5,protein_coding,EZH,0.19982558976862033
ENSG00000143252,SDHC,protein_coding,CTRL,2.84587721138363
ENSG00000143252,SDHC,protein_coding,EZH,2.818438933373037
ENSG00000143256,PFDN2,protein_coding,CTRL,6.660514938875376
ENSG00000143256,PFDN2,protein_coding,EZH,6.754990150883382
ENSG00000143258,USP21,protein_coding,CTRL,3.78438048390841
ENSG00000143258,USP21,protein_coding,EZH,3.8298452137080514
ENSG00000143294,PRCC,protein_coding,CTRL,4.69100214663556
ENSG00000143294,PRCC,protein_coding,EZH,4.7924792253700215
ENSG00000143303,RRNAD1,protein_coding,CTRL,3.4084589679702777
ENSG00000143303,RRNAD1,protein_coding,EZH,3.4710804994171873
ENSG00000143314,MRPL24,protein_coding,CTRL,4.657649523136549
ENSG00000143314,MRPL24,protein_coding,EZH,4.742219263520842
ENSG00000143315,PIGM,protein_coding,CTRL,2.4779639694310527
ENSG00000143315,PIGM,protein_coding,EZH,2.27988514933248
ENSG00000143319,ISG20L2,protein_coding,CTRL,4.692028093934692
ENSG00000143319,ISG20L2,protein_coding,EZH,4.713479108382352
ENSG00000143320,CRABP2,protein_coding,CTRL,0.159609584368249
ENSG00000143320,CRABP2,protein_coding,EZH,0.31061953357612804
ENSG00000143321,HDGF,protein_coding,CTRL,6.986477480178001
ENSG00000143321,HDGF,protein_coding,EZH,6.812339600005104
ENSG00000143322,ABL2,protein_coding,CTRL,1.6424897174930524
ENSG00000143322,ABL2,protein_coding,EZH,1.940416004473852
ENSG00000143324,XPR1,protein_coding,CTRL,2.089425718125919
ENSG00000143324,XPR1,protein_coding,EZH,1.9668959525948917
ENSG00000143333,RGS16,protein_coding,CTRL,2.7140088507822275
ENSG00000143333,RGS16,protein_coding,EZH,3.866520685963627
ENSG00000143337,TOR1AIP1,protein_coding,CTRL,3.671314398066531
ENSG00000143337,TOR1AIP1,protein_coding,EZH,3.125028905663167
ENSG00000143344,RGL1,protein_coding,CTRL,0.16259710530922752
ENSG00000143344,RGL1,protein_coding,EZH,0.27500211011501696
ENSG00000143353,LYPLAL1,protein_coding,CTRL,2.2409779311687195
ENSG00000143353,LYPLAL1,protein_coding,EZH,2.024396738932616
ENSG00000143355,LHX9,protein_coding,CTRL,0.00349342732063889
ENSG00000143355,LHX9,protein_coding,EZH,0.01531018781156738
ENSG00000143363,PRUNE1,protein_coding,CTRL,3.0888240548237387
ENSG00000143363,PRUNE1,protein_coding,EZH,3.1944034673134447
ENSG00000143367,TUFT1,protein_coding,CTRL,0.9657550591238352
ENSG00000143367,TUFT1,protein_coding,EZH,0.6461274267717302
ENSG00000143368,SF3B4,protein_coding,CTRL,6.318835849327753
ENSG00000143368,SF3B4,protein_coding,EZH,6.405853168782007
ENSG00000143369,ECM1,protein_coding,CTRL,1.001494220787967
ENSG00000143369,ECM1,protein_coding,EZH,0.8086131015391613
ENSG00000143373,ZNF687,protein_coding,CTRL,3.058255957562527
ENSG00000143373,ZNF687,protein_coding,EZH,3.169541505483848
ENSG00000143374,TARS2,protein_coding,CTRL,3.892084798616223
ENSG00000143374,TARS2,protein_coding,EZH,4.02776805821721
ENSG00000143375,CGN,protein_coding,CTRL,0.08051593968510866
ENSG00000143375,CGN,protein_coding,EZH,0.5350812847606193
ENSG00000143376,SNX27,protein_coding,CTRL,2.102628020417576
ENSG00000143376,SNX27,protein_coding,EZH,2.160235992284485
ENSG00000143379,SETDB1,protein_coding,CTRL,3.8171085814064862
ENSG00000143379,SETDB1,protein_coding,EZH,3.660013450101606
ENSG00000143382,ADAMTSL4,protein_coding,CTRL,0.3286429626884038
ENSG00000143382,ADAMTSL4,protein_coding,EZH,0.31991220977701457
ENSG00000143384,MCL1,protein_coding,CTRL,5.611000682435619
ENSG00000143384,MCL1,protein_coding,EZH,5.495076632969742
ENSG00000143387,CTSK,protein_coding,CTRL,0.7123224412521609
ENSG00000143387,CTSK,protein_coding,EZH,0.6128961470068608
ENSG00000143390,RFX5,protein_coding,CTRL,4.234550398260545
ENSG00000143390,RFX5,protein_coding,EZH,4.210897840968302
ENSG00000143393,PI4KB,protein_coding,CTRL,3.7652630171740697
ENSG00000143393,PI4KB,protein_coding,EZH,3.878485438628376
ENSG00000143398,PIP5K1A,protein_coding,CTRL,4.511726852393287
ENSG00000143398,PIP5K1A,protein_coding,EZH,4.543818656164551
ENSG00000143401,ANP32E,protein_coding,CTRL,5.930045070685253
ENSG00000143401,ANP32E,protein_coding,EZH,5.467029081897589
ENSG00000143409,MINDY1,protein_coding,CTRL,2.003922663471491
ENSG00000143409,MINDY1,protein_coding,EZH,1.8828861597635689
ENSG00000143412,ANXA9,protein_coding,CTRL,0.27078343453830533
ENSG00000143412,ANXA9,protein_coding,EZH,0.5632300990161183
ENSG00000143418,CERS2,protein_coding,CTRL,5.954940272383785
ENSG00000143418,CERS2,protein_coding,EZH,5.960389936940611
ENSG00000143420,ENSA,protein_coding,CTRL,5.7037527922025495
ENSG00000143420,ENSA,protein_coding,EZH,5.3287429760577485
ENSG00000143434,SEMA6C,protein_coding,CTRL,0.1435130111236486
ENSG00000143434,SEMA6C,protein_coding,EZH,0.36117100716030826
ENSG00000143436,MRPL9,protein_coding,CTRL,5.76463998137013
ENSG00000143436,MRPL9,protein_coding,EZH,5.756357539971459
ENSG00000143437,ARNT,protein_coding,CTRL,3.3800187674677664
ENSG00000143437,ARNT,protein_coding,EZH,2.900049209242873
ENSG00000143442,POGZ,protein_coding,CTRL,3.598211813407813
ENSG00000143442,POGZ,protein_coding,EZH,3.5448018109019883
ENSG00000143450,OAZ3,protein_coding,CTRL,0.1496280839320094
ENSG00000143450,OAZ3,protein_coding,EZH,0.09508578345105102
ENSG00000143457,GOLPH3L,protein_coding,CTRL,3.27258586873933
ENSG00000143457,GOLPH3L,protein_coding,EZH,3.4234556833740757
ENSG00000143458,GABPB2,protein_coding,CTRL,1.9505354990448305
ENSG00000143458,GABPB2,protein_coding,EZH,1.6225459877801685
ENSG00000143476,DTL,protein_coding,CTRL,4.9753463500016855
ENSG00000143476,DTL,protein_coding,EZH,4.632164399134214
ENSG00000143479,DYRK3,protein_coding,CTRL,1.740374176413507
ENSG00000143479,DYRK3,protein_coding,EZH,2.1191273137531215
ENSG00000143486,EIF2D,protein_coding,CTRL,3.818295343376121
ENSG00000143486,EIF2D,protein_coding,EZH,4.130612983229371
ENSG00000143493,INTS7,protein_coding,CTRL,4.093839446621247
ENSG00000143493,INTS7,protein_coding,EZH,4.051633616828947
ENSG00000143498,TAF1A,protein_coding,CTRL,2.493717853146473
ENSG00000143498,TAF1A,protein_coding,EZH,2.53063494293217
ENSG00000143499,SMYD2,protein_coding,CTRL,3.2985031324271037
ENSG00000143499,SMYD2,protein_coding,EZH,3.9096616311546577
ENSG00000143502,SUSD4,protein_coding,CTRL,0.01550434080674081
ENSG00000143502,SUSD4,protein_coding,EZH,0.01704786087496625
ENSG00000143507,DUSP10,protein_coding,CTRL,2.8455581375782097
ENSG00000143507,DUSP10,protein_coding,EZH,3.0399395001247593
ENSG00000143512,HHIPL2,protein_coding,CTRL,0.24448823109607504
ENSG00000143512,HHIPL2,protein_coding,EZH,0.3394165102831595
ENSG00000143514,TP53BP2,protein_coding,CTRL,4.1904629225344845
ENSG00000143514,TP53BP2,protein_coding,EZH,3.6275509193447775
ENSG00000143515,ATP8B2,protein_coding,CTRL,0.01430404535849984
ENSG00000143515,ATP8B2,protein_coding,EZH,0.05854075622158381
ENSG00000143537,ADAM15,protein_coding,CTRL,5.214871074727659
ENSG00000143537,ADAM15,protein_coding,EZH,5.113319591804236
ENSG00000143543,JTB,protein_coding,CTRL,4.348443607171422
ENSG00000143543,JTB,protein_coding,EZH,4.603055417870641
ENSG00000143549,TPM3,protein_coding,CTRL,5.353233281290804
ENSG00000143549,TPM3,protein_coding,EZH,5.102290990246269
ENSG00000143553,SNAPIN,protein_coding,CTRL,3.845909957061793
ENSG00000143553,SNAPIN,protein_coding,EZH,3.72833712497159
ENSG00000143554,SLC27A3,protein_coding,CTRL,1.1990335491022874
ENSG00000143554,SLC27A3,protein_coding,EZH,1.06789844363361
ENSG00000143569,UBAP2L,protein_coding,CTRL,5.520375620729999
ENSG00000143569,UBAP2L,protein_coding,EZH,5.645215344531723
ENSG00000143570,SLC39A1,protein_coding,CTRL,0.45796783244844497
ENSG00000143570,SLC39A1,protein_coding,EZH,0.5784303553778131
ENSG00000143575,HAX1,protein_coding,CTRL,5.752167013045943
ENSG00000143575,HAX1,protein_coding,EZH,5.461179806580007
ENSG00000143578,CREB3L4,protein_coding,CTRL,2.542030182242229
ENSG00000143578,CREB3L4,protein_coding,EZH,2.3794871134560074
ENSG00000143590,EFNA3,protein_coding,CTRL,1.1783457970324196
ENSG00000143590,EFNA3,protein_coding,EZH,1.114514528119945
ENSG00000143612,C1orf43,protein_coding,CTRL,6.633088784484944
ENSG00000143612,C1orf43,protein_coding,EZH,6.375667373858006
ENSG00000143614,GATAD2B,protein_coding,CTRL,3.327305573630798
ENSG00000143614,GATAD2B,protein_coding,EZH,3.219312926738531
ENSG00000143621,ILF2,protein_coding,CTRL,7.672860657444624
ENSG00000143621,ILF2,protein_coding,EZH,7.607499384216881
ENSG00000143622,RIT1,protein_coding,CTRL,2.32909595107039
ENSG00000143622,RIT1,protein_coding,EZH,2.15483405753558
ENSG00000143624,INTS3,protein_coding,CTRL,3.729523945761152
ENSG00000143624,INTS3,protein_coding,EZH,3.8456686852394624
ENSG00000143630,HCN3,protein_coding,CTRL,3.335017459924762
ENSG00000143630,HCN3,protein_coding,EZH,3.1563058854084782
ENSG00000143632,ACTA1,protein_coding,CTRL,3.0079700166943346
ENSG00000143632,ACTA1,protein_coding,EZH,2.9691446211497152
ENSG00000143633,C1orf131,protein_coding,CTRL,2.2637069113482102
ENSG00000143633,C1orf131,protein_coding,EZH,2.2192419833778887
ENSG00000143641,GALNT2,protein_coding,CTRL,2.8329622836677335
ENSG00000143641,GALNT2,protein_coding,EZH,3.4321537455803304
ENSG00000143643,TTC13,protein_coding,CTRL,2.5514810981724305
ENSG00000143643,TTC13,protein_coding,EZH,2.838705632901619
ENSG00000143653,SCCPDH,protein_coding,CTRL,5.696759341151894
ENSG00000143653,SCCPDH,protein_coding,EZH,5.841767237791568
ENSG00000143669,LYST,protein_coding,CTRL,2.191798516784061
ENSG00000143669,LYST,protein_coding,EZH,1.7353696807267955
ENSG00000143674,MAP3K21,protein_coding,CTRL,3.2408251941353616
ENSG00000143674,MAP3K21,protein_coding,EZH,3.3024710891020597
ENSG00000143702,CEP170,protein_coding,CTRL,3.1213145648940386
ENSG00000143702,CEP170,protein_coding,EZH,2.9564614519964905
ENSG00000143727,ACP1,protein_coding,CTRL,5.157331779713527
ENSG00000143727,ACP1,protein_coding,EZH,4.677399013383645
ENSG00000143740,SNAP47,protein_coding,CTRL,2.3616956311486046
ENSG00000143740,SNAP47,protein_coding,EZH,2.3568708745465297
ENSG00000143742,SRP9,protein_coding,CTRL,5.666716394196011
ENSG00000143742,SRP9,protein_coding,EZH,5.192599744985803
ENSG00000143748,NVL,protein_coding,CTRL,3.874780249196064
ENSG00000143748,NVL,protein_coding,EZH,3.564438267827708
ENSG00000143751,SDE2,protein_coding,CTRL,3.54987017529245
ENSG00000143751,SDE2,protein_coding,EZH,3.441397595198476
ENSG00000143753,DEGS1,protein_coding,CTRL,4.886844723503927
ENSG00000143753,DEGS1,protein_coding,EZH,4.756025945485852
ENSG00000143756,FBXO28,protein_coding,CTRL,2.4855626663394506
ENSG00000143756,FBXO28,protein_coding,EZH,2.336171709558693
ENSG00000143761,ARF1,protein_coding,CTRL,6.993834274614167
ENSG00000143761,ARF1,protein_coding,EZH,6.950679993895219
ENSG00000143771,CNIH4,protein_coding,CTRL,2.777972126120896
ENSG00000143771,CNIH4,protein_coding,EZH,2.48162007035408
ENSG00000143772,ITPKB,protein_coding,CTRL,2.18853394965627
ENSG00000143772,ITPKB,protein_coding,EZH,2.473709138343486
ENSG00000143774,GUK1,protein_coding,CTRL,3.8181483291901768
ENSG00000143774,GUK1,protein_coding,EZH,4.006988374030226
ENSG00000143776,CDC42BPA,protein_coding,CTRL,2.018345962128369
ENSG00000143776,CDC42BPA,protein_coding,EZH,1.9623741925806304
ENSG00000143786,CNIH3,protein_coding,CTRL,0.5393025633552191
ENSG00000143786,CNIH3,protein_coding,EZH,0.7201782284853779
ENSG00000143793,C1orf35,protein_coding,CTRL,3.2340603062101088
ENSG00000143793,C1orf35,protein_coding,EZH,3.2782416995419745
ENSG00000143799,PARP1,protein_coding,CTRL,6.494236701904767
ENSG00000143799,PARP1,protein_coding,EZH,6.469213936897324
ENSG00000143801,PSEN2,protein_coding,CTRL,1.6070676974962816
ENSG00000143801,PSEN2,protein_coding,EZH,2.2278376838083673
ENSG00000143811,PYCR2,protein_coding,CTRL,4.57540887300254
ENSG00000143811,PYCR2,protein_coding,EZH,4.611072043196713
ENSG00000143815,LBR,protein_coding,CTRL,6.042554581935604
ENSG00000143815,LBR,protein_coding,EZH,5.589934908174867
ENSG00000143816,WNT9A,protein_coding,CTRL,0.01812416392054182
ENSG00000143816,WNT9A,protein_coding,EZH,0.02650823925122742
ENSG00000143819,EPHX1,protein_coding,CTRL,2.705174300884565
ENSG00000143819,EPHX1,protein_coding,EZH,2.3798972832997087
ENSG00000143842,SOX13,protein_coding,CTRL,0.03405024977042223
ENSG00000143842,SOX13,protein_coding,EZH,0.3620638769288455
ENSG00000143847,PPFIA4,protein_coding,CTRL,0.08758661446620346
ENSG00000143847,PPFIA4,protein_coding,EZH,0.17151682405741436
ENSG00000143851,PTPN7,protein_coding,CTRL,6.31593597892779
ENSG00000143851,PTPN7,protein_coding,EZH,6.395856049383625
ENSG00000143862,ARL8A,protein_coding,CTRL,4.0192522681840694
ENSG00000143862,ARL8A,protein_coding,EZH,3.920219446317455
ENSG00000143867,OSR1,protein_coding,CTRL,0.04092479869519008
ENSG00000143867,OSR1,protein_coding,EZH,0.02015535822283608
ENSG00000143870,PDIA6,protein_coding,CTRL,6.366469624049506
ENSG00000143870,PDIA6,protein_coding,EZH,6.052405879899404
ENSG00000143889,HNRNPLL,protein_coding,CTRL,3.191933607238788
ENSG00000143889,HNRNPLL,protein_coding,EZH,2.5371825450559884
ENSG00000143891,GALM,protein_coding,CTRL,1.6049660994611896
ENSG00000143891,GALM,protein_coding,EZH,1.1418119227607657
ENSG00000143919,CAMKMT,protein_coding,CTRL,1.3734728351939194
ENSG00000143919,CAMKMT,protein_coding,EZH,1.6154388655241925
ENSG00000143924,EML4,protein_coding,CTRL,3.097731276287395
ENSG00000143924,EML4,protein_coding,EZH,2.86675866680336
ENSG00000143933,CALM2,protein_coding,CTRL,5.568543238851594
ENSG00000143933,CALM2,protein_coding,EZH,5.308332037571603
ENSG00000143942,CHAC2,protein_coding,CTRL,3.252287982573564
ENSG00000143942,CHAC2,protein_coding,EZH,2.579821808612577
ENSG00000143947,RPS27A,protein_coding,CTRL,9.081739547358646
ENSG00000143947,RPS27A,protein_coding,EZH,8.723690546520885
ENSG00000143951,WDPCP,protein_coding,CTRL,0.5512539068761668
ENSG00000143951,WDPCP,protein_coding,EZH,0.4133243585670522
ENSG00000143952,VPS54,protein_coding,CTRL,1.958346788323509
ENSG00000143952,VPS54,protein_coding,EZH,1.999872715762433
ENSG00000143970,ASXL2,protein_coding,CTRL,3.132863838330674
ENSG00000143970,ASXL2,protein_coding,EZH,2.6823837469926075
ENSG00000143971,ETAA1,protein_coding,CTRL,1.5081816002485404
ENSG00000143971,ETAA1,protein_coding,EZH,1.2298170956063403
ENSG00000143977,SNRPG,protein_coding,CTRL,4.097307141729382
ENSG00000143977,SNRPG,protein_coding,EZH,3.5734359936620255
ENSG00000144021,CIAO1,protein_coding,CTRL,4.958599282893152
ENSG00000144021,CIAO1,protein_coding,EZH,4.5765225185029275
ENSG00000144026,ZNF514,protein_coding,CTRL,0.2429935942935755
ENSG00000144026,ZNF514,protein_coding,EZH,0.19961846700096353
ENSG00000144028,SNRNP200,protein_coding,CTRL,5.932045497124386
ENSG00000144028,SNRNP200,protein_coding,EZH,5.485235966969179
ENSG00000144029,MRPS5,protein_coding,CTRL,3.274626209697937
ENSG00000144029,MRPS5,protein_coding,EZH,3.0624066630932445
ENSG00000144034,TPRKB,protein_coding,CTRL,3.79046775995429
ENSG00000144034,TPRKB,protein_coding,EZH,3.2367088878555994
ENSG00000144036,EXOC6B,protein_coding,CTRL,0.50797157954498
ENSG00000144036,EXOC6B,protein_coding,EZH,0.5926509096739476
ENSG00000144040,SFXN5,protein_coding,CTRL,1.4661035589791878
ENSG00000144040,SFXN5,protein_coding,EZH,1.2740831004483049
ENSG00000144043,TEX261,protein_coding,CTRL,4.744137417080658
ENSG00000144043,TEX261,protein_coding,EZH,4.497276201071938
ENSG00000144045,DQX1,protein_coding,CTRL,0.04976945780577863
ENSG00000144045,DQX1,protein_coding,EZH,0.0812329005626911
ENSG00000144048,DUSP11,protein_coding,CTRL,3.09839484691821
ENSG00000144048,DUSP11,protein_coding,EZH,2.614421164570644
ENSG00000144061,NPHP1,protein_coding,CTRL,0.033755557468427
ENSG00000144061,NPHP1,protein_coding,EZH,0.05802455539041253
ENSG00000144118,RALB,protein_coding,CTRL,3.5776258568115553
ENSG00000144118,RALB,protein_coding,EZH,3.632210892698867
ENSG00000144120,TMEM177,protein_coding,CTRL,2.4593441762609634
ENSG00000144120,TMEM177,protein_coding,EZH,2.5413020635337045
ENSG00000144134,RABL2A,protein_coding,CTRL,2.0913115913754736
ENSG00000144134,RABL2A,protein_coding,EZH,2.7278183692807723
ENSG00000144136,SLC20A1,protein_coding,CTRL,4.953885996629088
ENSG00000144136,SLC20A1,protein_coding,EZH,5.0577717602812005
ENSG00000144152,FBLN7,protein_coding,CTRL,0.00553989231851399
ENSG00000144152,FBLN7,protein_coding,EZH,0.00811896949822733
ENSG00000144158,AL078621.1,processed_pseudogene,CTRL,3.517180292750724
ENSG00000144158,AL078621.1,processed_pseudogene,EZH,3.5674242497799686
ENSG00000144161,ZC3H8,protein_coding,CTRL,2.4140482090095365
ENSG00000144161,ZC3H8,protein_coding,EZH,2.3827170799572843
ENSG00000144182,LIPT1,protein_coding,CTRL,1.6006478992249904
ENSG00000144182,LIPT1,protein_coding,EZH,1.460279360670848
ENSG00000144199,FAHD2B,protein_coding,CTRL,2.795709926587808
ENSG00000144199,FAHD2B,protein_coding,EZH,2.8411267748619213
ENSG00000144214,LYG1,protein_coding,CTRL,0.6160889179918948
ENSG00000144214,LYG1,protein_coding,EZH,0.3274685929194859
ENSG00000144224,UBXN4,protein_coding,CTRL,4.603161021132637
ENSG00000144224,UBXN4,protein_coding,EZH,4.276046844101492
ENSG00000144228,SPOPL,protein_coding,CTRL,1.667285271732674
ENSG00000144228,SPOPL,protein_coding,EZH,1.4912670144189684
ENSG00000144231,POLR2D,protein_coding,CTRL,4.133447470845393
ENSG00000144231,POLR2D,protein_coding,EZH,3.7810115662742234
ENSG00000144233,AMMECR1L,protein_coding,CTRL,3.884247063872111
ENSG00000144233,AMMECR1L,protein_coding,EZH,3.4951931988781593
ENSG00000144283,PKP4,protein_coding,CTRL,3.5741325714855368
ENSG00000144283,PKP4,protein_coding,EZH,3.6399052237229226
ENSG00000144306,SCRN3,protein_coding,CTRL,1.8562855197698331
ENSG00000144306,SCRN3,protein_coding,EZH,1.5224792204746191
ENSG00000144320,LNPK,protein_coding,CTRL,3.3229672323831414
ENSG00000144320,LNPK,protein_coding,EZH,2.6899664068556053
ENSG00000144354,CDCA7,protein_coding,CTRL,6.262765212054564
ENSG00000144354,CDCA7,protein_coding,EZH,5.80036029794738
ENSG00000144355,DLX1,protein_coding,CTRL,3.314561719970766
ENSG00000144355,DLX1,protein_coding,EZH,3.0316089396410058
ENSG00000144357,UBR3,protein_coding,CTRL,2.2016246109160993
ENSG00000144357,UBR3,protein_coding,EZH,1.6736111582171516
ENSG00000144362,PHOSPHO2,protein_coding,CTRL,1.0860130517887496
ENSG00000144362,PHOSPHO2,protein_coding,EZH,0.6883305205665775
ENSG00000144369,FAM171B,protein_coding,CTRL,0.7787146839967498
ENSG00000144369,FAM171B,protein_coding,EZH,0.6774927607111628
ENSG00000144381,HSPD1,protein_coding,CTRL,7.883087082312918
ENSG00000144381,HSPD1,protein_coding,EZH,7.50458950367212
ENSG00000144395,CCDC150,protein_coding,CTRL,1.064041354842709
ENSG00000144395,CCDC150,protein_coding,EZH,0.5520747864903243
ENSG00000144401,METTL21A,protein_coding,CTRL,2.375584680039616
ENSG00000144401,METTL21A,protein_coding,EZH,2.277494214018201
ENSG00000144406,UNC80,protein_coding,CTRL,0.022580226225966
ENSG00000144406,UNC80,protein_coding,EZH,0.02482214274389045
ENSG00000144407,PTH2R,protein_coding,CTRL,1.0831974817564856
ENSG00000144407,PTH2R,protein_coding,EZH,1.2085914167270084
ENSG00000144410,CPO,protein_coding,CTRL,0.1707394959431586
ENSG00000144410,CPO,protein_coding,EZH,0.14730932462767551
ENSG00000144426,NBEAL1,protein_coding,CTRL,0.3152773433263955
ENSG00000144426,NBEAL1,protein_coding,EZH,0.32780845855228957
ENSG00000144445,KANSL1L,protein_coding,CTRL,0.8161845822393459
ENSG00000144445,KANSL1L,protein_coding,EZH,0.870430859625258
ENSG00000144451,SPAG16,protein_coding,CTRL,0.27685426894837223
ENSG00000144451,SPAG16,protein_coding,EZH,0.13315855487861367
ENSG00000144455,SUMF1,protein_coding,CTRL,1.0381537527393012
ENSG00000144455,SUMF1,protein_coding,EZH,0.6625671734568834
ENSG00000144468,RHBDD1,protein_coding,CTRL,1.964281444697152
ENSG00000144468,RHBDD1,protein_coding,EZH,1.5758457020208096
ENSG00000144485,HES6,protein_coding,CTRL,5.573729220577953
ENSG00000144485,HES6,protein_coding,EZH,5.538743855137219
ENSG00000144504,ANKMY1,protein_coding,CTRL,1.8500006275460552
ENSG00000144504,ANKMY1,protein_coding,EZH,1.6597974060458565
ENSG00000144524,COPS7B,protein_coding,CTRL,3.826151800431322
ENSG00000144524,COPS7B,protein_coding,EZH,3.5754482727924692
ENSG00000144535,DIS3L2,protein_coding,CTRL,1.9353633487398336
ENSG00000144535,DIS3L2,protein_coding,EZH,1.9017549607814268
ENSG00000144550,CPNE9,protein_coding,CTRL,0.10636834732319168
ENSG00000144550,CPNE9,protein_coding,EZH,0.1843275924968519
ENSG00000144554,FANCD2,protein_coding,CTRL,3.684823019312293
ENSG00000144554,FANCD2,protein_coding,EZH,3.454401915595247
